Job_Title,Salary_Estimate,Rating,Company_Name,Location,Headquarters,Size,Type_of_Ownership,Industry,Sector,Revenue,Easy_Apply,Job_Description,Skills,Min_Salary,Max_Salary,Avg_Salary,Date
Data Analyst,$65K-$97K,,BioStats,"Bengaluru, KA","Bengaluru, KA",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Consulting,Product,10M-100M,No,Help city fine although loss. Build skill old teacher left choice. Day next degree too.,Excel;PowerBI;Deep Learning;SQL,65000,97000,81000,2022-01-04
Data Scientist,$84K-$144K,2.7,Insightify,"Chennai, TN","New York, NY",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Biotech,Business Intelligence,10M-100M,No,Apply house food. Prevent participant son.,Python;Spark;PowerBI;SQL;Git;NLP,84000,144000,114000,2018-08-07
Data Analyst,$64K-$76K,3.5,FinSight,"San Francisco, CA","Delhi, DL",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",E-Commerce,Business Intelligence,1M-10M,Yes,Movement ball accept administration style ago movement. Degree choose which PM record behind floor.,Python;PowerBI;SQL;AWS,64000,76000,70000,2018-11-09
Data Analyst,$96K-$141K,3.3,BioStats,"Delhi, DL","New York, NY",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Biotech,Data Science,<1M,Yes,Treatment ball sometimes. Policy anything and check again charge. Mind word challenge three friend nature drop.,Excel;Statistics,96000,141000,118500,2023-04-09
Data Scientist,$100K-$155K,3.7,HealthSense,"Chennai, TN","San Francisco, CA",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Information Technology,Analytics,>1B,No,Pass expert station add quite. Sense during but force century dog record have. Quite culture race century maybe nearly son.,PowerBI;NLP,100000,155000,127500,2020-06-26
Senior Data Analyst,$30K-$38K,,Insightify,"Delhi, DL","Hyderabad, TS",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Biotech,Data Science,>1B,Yes,Game region than build. Region fight hot generation lot myself affect. Certainly else begin purpose hotel once.,Statistics;Tableau;PowerBI;Deep Learning;Python;SQL,30000,38000,34000,2025-07-15
Data Analyst,$60K-$114K,4.4,TechPulse,"New York, NY","Hyderabad, TS",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Education,Product,100M-1B,Yes,Lot easy amount while eight why heart.,Python;Statistics;SQL;Git,60000,114000,87000,2016-06-14
BI Analyst,$83K-$109K,2.8,BioStats,"San Francisco, CA","Delhi, DL",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Healthcare,Product,100M-1B,No,Civil enter compare radio. Fine against fast case way clear. Name ahead keep customer.,Statistics;R;Deep Learning;Tableau;PowerBI;SQL,83000,109000,96000,2024-03-23
BI Analyst,$69K-$115K,3.3,FinSight,"Mumbai, MH","San Francisco, CA",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Information Technology,Product,>1B,No,Well computer best throughout available. Stage security minute. Positive point two ever southern.,Excel;PowerBI;Statistics;Python;SQL,69000,115000,92000,2024-06-28
Senior Data Analyst,$82K-$95K,,BioStats,"Delhi, DL","Delhi, DL",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Biotech,Data Science,<1M,No,Suddenly already say your part remain wide station. Talk hope parent success important.,NLP;Spark;Git;Deep Learning,82000,95000,88500,2021-10-12
Research Analyst,$39K-$59K,,HealthSense,"New York, NY","San Francisco, CA",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Retail,Business Intelligence,1M-10M,Yes,Just election ago small name chair actually. Check course often such present past race. Might air pick official his.,NLP;Git;AWS;SQL;Spark,39000,59000,49000,2023-12-02
Senior Data Analyst,$97K-$152K,,FinSight,"Bengaluru, KA","Hyderabad, TS",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Retail,Research,>1B,Yes,Along office open main. Yard example start order.,Statistics;Python;AWS;SQL;PowerBI;Deep Learning,97000,152000,124500,2019-12-19
BI Analyst,$46K-$53K,4.2,DataWorks,"New York, NY","Mumbai, MH",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Healthcare,Product,<1M,Yes,Seven word near. Realize hope school they artist guy.,Statistics;PowerBI;Deep Learning;Spark;Excel;Tableau,46000,53000,49500,2025-10-08
BI Analyst,$35K-$50K,3.7,TechPulse,"Delhi, DL","Pune, MH",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Education,Research,1M-10M,Yes,Anything teacher force law build. Job issue others model me magazine hand. Choice bed also participant key expect green.,Excel;AWS,35000,50000,42500,2023-07-05
BI Analyst,$61K-$117K,,RetailEdge,"Pune, MH","Bengaluru, KA",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Finance,Business Intelligence,1M-10M,Yes,Doctor operation prepare language step example page beyond. Together describe section key partner break involve end. Significant cause among last throughout language.,Statistics;R;NLP;Deep Learning;PowerBI,61000,117000,89000,2023-07-09
Senior Data Analyst,$99K-$112K,,RetailEdge,"Delhi, DL","Hyderabad, TS",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Education,Data Science,>1B,No,Cover add available if along. Loss choice Democrat long.,Statistics;Excel;AWS,99000,112000,105500,2019-08-06
BI Analyst,$86K-$109K,,AnalyticaX,"Mumbai, MH","San Francisco, CA",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Education,Data Science,<1M,Yes,Hundred energy always official. Case technology different picture anyone relate.,SQL;NLP;PowerBI;R;AWS,86000,109000,97500,2022-04-15
Data Scientist,$55K-$66K,,TechPulse,"Bengaluru, KA","Pune, MH",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Information Technology,Data Science,10M-100M,No,Fight force later financial data bring be between. Beat thousand personal bar evening throughout bag.,NLP;Excel;Deep Learning;Python,55000,66000,60500,2019-03-03
BI Analyst,$35K-$72K,3.5,DataWorks,"Mumbai, MH","Pune, MH",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Education,Business Intelligence,10M-100M,Yes,Campaign bill billion value point. Public return figure middle administration walk. Understand mention fly my us owner.,NLP;SQL;AWS;Git;Spark;Deep Learning,35000,72000,53500,2021-12-18
Senior Data Analyst,$77K-$95K,2.6,RetailEdge,"Mumbai, MH","San Francisco, CA",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Consulting,Analytics,100M-1B,Yes,Message garden professor hundred. Management guess painting clearly. Toward small across whole wear worry.,PowerBI;Spark;R;Excel;AWS;Git,77000,95000,86000,2018-04-24
Research Analyst,$93K-$109K,3.1,Insightify,"Delhi, DL","Pune, MH",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Biotech,Analytics,100M-1B,No,Girl degree this attorney finally treat change really. Take above learn appear. Series at however.,Deep Learning;Git;SQL;Statistics;AWS;NLP,93000,109000,101000,2019-12-21
Data Analyst,$33K-$66K,,HealthSense,"San Francisco, CA","New York, NY",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Information Technology,Product,100M-1B,Yes,Our hotel everyone act grow south save.,NLP;Tableau;Excel,33000,66000,49500,2018-06-19
Data Scientist,$45K-$82K,,TechPulse,"Mumbai, MH","Chennai, TN",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",E-Commerce,Research,100M-1B,No,Data decision administration product safe event or. Mention little imagine.,Spark;Git;R;AWS,45000,82000,63500,2018-03-02
BI Analyst,$43K-$64K,,Insightify,"Mumbai, MH","San Francisco, CA",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",E-Commerce,Product,>1B,No,Prepare each phone follow. Turn want article art.,Tableau;Deep Learning;Python,43000,64000,53500,2017-07-06
Research Analyst,$73K-$78K,,BioStats,"Mumbai, MH","Chennai, TN",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",E-Commerce,Data Science,100M-1B,Yes,Recognize seat describe security. Rise people most play. Position most list.,SQL;Tableau;Excel;PowerBI;AWS;Git,73000,78000,75500,2023-01-21
Senior Data Analyst,$97K-$132K,,Insightify,"Mumbai, MH","Hyderabad, TS",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Education,Research,100M-1B,Yes,Five together morning. Allow risk take grow avoid floor peace.,SQL;NLP,97000,132000,114500,2017-10-23
BI Analyst,$72K-$101K,,TechPulse,"Bengaluru, KA","Chennai, TN",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Retail,Research,>1B,No,Recently be leave him evening charge business speech. Call eight fish side present quite. Pick goal themselves color industry reality.,Git;AWS;SQL,72000,101000,86500,2025-06-18
Data Scientist,$40K-$95K,4.3,RetailEdge,"Delhi, DL","San Francisco, CA",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Finance,Analytics,1M-10M,Yes,Whether center doctor meet hand heart its. Then across other create machine almost which. Fire believe prepare very.,Deep Learning;Git;Python;Statistics,40000,95000,67500,2017-08-01
Senior Data Analyst,$75K-$100K,,TechPulse,"Mumbai, MH","New York, NY",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Consulting,Data Science,100M-1B,Yes,Line reveal hair something center me final. Stop pull accept his team citizen account number.,Excel;SQL;Statistics;Tableau;Spark,75000,100000,87500,2025-09-06
Senior Data Analyst,$93K-$122K,,TechPulse,"Delhi, DL","Chennai, TN",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Finance,Research,1M-10M,No,Plant expect position skin time plan star tree. Wall she course shake southern.,Deep Learning;Git;SQL;Spark,93000,122000,107500,2020-02-24
Data Scientist,$99K-$142K,,DataWorks,"Chennai, TN","Mumbai, MH",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Finance,Product,<1M,No,Interest necessary carry thus. Somebody minute others remain property entire the. Simply risk sense simple deal action. Some measure class to.,PowerBI;Excel;R;AWS,99000,142000,120500,2018-04-19
Senior Data Analyst,$50K-$96K,,BioStats,"Hyderabad, TS","New York, NY",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Biotech,Research,10M-100M,Yes,Beyond teach chair money put. Window garden friend Republican inside receive move. Entire catch support leader.,NLP;Excel;Git;PowerBI;R;AWS,50000,96000,73000,2018-01-02
BI Analyst,$67K-$87K,,AnalyticaX,"San Francisco, CA","Mumbai, MH",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Retail,Data Science,10M-100M,Yes,Beautiful travel it head. Set table probably management. Seem bed three important give federal.,AWS;NLP;Spark,67000,87000,77000,2025-08-15
Data Scientist,$62K-$105K,,AnalyticaX,"Chennai, TN","New York, NY",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Healthcare,Data Science,<1M,No,Hope itself trouble new. Military marriage movie quite significant report. With will side effort.,Deep Learning;NLP;SQL;PowerBI,62000,105000,83500,2019-10-09
Senior Data Analyst,$93K-$103K,,AnalyticaX,"Hyderabad, TS","Hyderabad, TS",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",E-Commerce,Business Intelligence,10M-100M,Yes,Attorney hair month home. Usually force behind which watch including consider.,Python;NLP;SQL;PowerBI,93000,103000,98000,2018-01-08
Research Analyst,$94K-$110K,3.1,BioStats,"Chennai, TN","San Francisco, CA",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Healthcare,Product,>1B,Yes,Might majority gun feeling person social maybe. Recent suggest beyond social wait then. Factor there toward assume direction relationship.,Deep Learning;Excel,94000,110000,102000,2021-05-03
Data Analyst,$74K-$127K,,Insightify,"Bengaluru, KA","Mumbai, MH",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Information Technology,Analytics,100M-1B,No,Hard sister sometimes ready. Floor low another good against guy.,Python;AWS;Excel;Git;Tableau;NLP,74000,127000,100500,2022-09-27
Data Scientist,$33K-$79K,2.6,TechPulse,"San Francisco, CA","San Francisco, CA",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Information Technology,Research,100M-1B,No,Local court mouth box financial indicate future. Suggest describe than. Drop story make day body art.,Excel;Git;Spark;Statistics,33000,79000,56000,2016-03-06
Senior Data Analyst,$65K-$80K,,AnalyticaX,"Mumbai, MH","Mumbai, MH",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Consulting,Analytics,1M-10M,No,Serve west more also. Area help believe carry agreement recently. Institution official couple everybody consider game.,Excel;Deep Learning;PowerBI,65000,80000,72500,2022-02-10
Data Analyst,$70K-$129K,2.8,AnalyticaX,"Chennai, TN","Delhi, DL",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Information Technology,Product,100M-1B,No,Change level easy west game. Poor question research. Book stop single available least.,Spark;PowerBI;NLP;SQL,70000,129000,99500,2017-08-27
BI Analyst,$37K-$86K,3.7,DataWorks,"Pune, MH","Pune, MH",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Biotech,Research,10M-100M,No,Seem drive audience seem majority they. Book simply throw senior item. Idea practice trial small activity Congress night.,NLP;Deep Learning;Tableau,37000,86000,61500,2020-06-21
Research Analyst,$42K-$101K,,FinSight,"Pune, MH","Delhi, DL",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Information Technology,Business Intelligence,100M-1B,Yes,Teacher guess quickly doctor second loss. List along between foot moment.,Spark;R;Git;Statistics;PowerBI;Tableau,42000,101000,71500,2017-04-07
Research Analyst,$57K-$107K,,HealthSense,"Delhi, DL","Mumbai, MH",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Education,Research,<1M,No,Reason white door purpose machine majority. Analysis air with rate phone message.,Excel;Spark;Deep Learning;Tableau;NLP;PowerBI,57000,107000,82000,2017-09-27
Data Scientist,$62K-$121K,,DataWorks,"Bengaluru, KA","Bengaluru, KA",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Consulting,Research,1M-10M,Yes,Issue environment interview determine Democrat. Today strategy close task human mother level. Two take company drop. Cover modern offer situation shoulder also.,SQL;Deep Learning;PowerBI;AWS;Python,62000,121000,91500,2018-11-13
Research Analyst,$80K-$90K,3.2,BioStats,"Chennai, TN","Chennai, TN",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Consulting,Data Science,<1M,No,Quickly vote yard fast head final. Seem here billion hard thought who. Office environment so hit might surface peace.,AWS;PowerBI;Deep Learning,80000,90000,85000,2025-09-05
Data Analyst,$93K-$127K,3.8,RetailEdge,"Bengaluru, KA","Pune, MH",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Information Technology,Analytics,100M-1B,No,Later staff which cover color evidence energy. Time assume particularly party. World several west manage site hospital.,Statistics;Git;Tableau;R;AWS,93000,127000,110000,2016-10-18
Data Scientist,$85K-$113K,4.0,BioStats,"Pune, MH","Pune, MH",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",E-Commerce,Analytics,100M-1B,Yes,Eight thousand ability church customer. Throw popular others thought everyone. Management officer rise pick almost.,Spark;SQL;AWS;Python;Statistics;R,85000,113000,99000,2023-11-06
Senior Data Analyst,$63K-$114K,,DataWorks,"Hyderabad, TS","Delhi, DL",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Healthcare,Research,<1M,No,Late significant true appear point voice. Safe clear understand pass true house.,Git;SQL;Tableau;Deep Learning;AWS,63000,114000,88500,2022-06-26
Data Scientist,$38K-$51K,2.8,FinSight,"Hyderabad, TS","Delhi, DL",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Education,Business Intelligence,>1B,Yes,Team various blood level he. Serve talk game interesting. His particularly point unit during voice window miss.,PowerBI;R;Deep Learning,38000,51000,44500,2021-11-04
Research Analyst,$69K-$77K,,TechPulse,"Bengaluru, KA","New York, NY",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Biotech,Research,>1B,No,Use adult level night exactly fight. Cause environment color young member away administration.,SQL;AWS;NLP,69000,77000,73000,2023-02-23
Data Analyst,$48K-$94K,,FinSight,"Delhi, DL","Delhi, DL",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Biotech,Research,>1B,No,Game official that Mrs. Try quickly family prove. Like too make discover option together.,R;Statistics,48000,94000,71000,2018-12-20
Research Analyst,$79K-$91K,3.0,Insightify,"New York, NY","New York, NY",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Consulting,Analytics,10M-100M,Yes,Democratic point yes. Capital current become appear guy check.,Deep Learning;Tableau;NLP;Statistics;Excel,79000,91000,85000,2016-06-26
Senior Data Analyst,$92K-$133K,,TechPulse,"New York, NY","Chennai, TN",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Retail,Research,<1M,Yes,House behavior me lawyer change central. Clear year fight support call.,Spark;SQL,92000,133000,112500,2023-10-25
Data Scientist,$78K-$123K,3.7,BioStats,"San Francisco, CA","Mumbai, MH",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Education,Research,>1B,Yes,Attack condition less customer down like. Major dream research.,PowerBI;Spark,78000,123000,100500,2024-06-09
Senior Data Analyst,$68K-$79K,,BioStats,"Chennai, TN","Delhi, DL",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Retail,Data Science,10M-100M,No,Itself leader suggest place draw the. Available development near phone around rate system.,Statistics;Python;R;Deep Learning,68000,79000,73500,2018-05-17
Data Scientist,$35K-$51K,,BioStats,"Chennai, TN","Bengaluru, KA",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Finance,Analytics,>1B,No,Central let family ok similar herself by unit. Police sister season amount nice account.,NLP;Deep Learning;SQL;Excel,35000,51000,43000,2025-11-13
